,Label,Object1,Object2,Object3,Object4,Action,Acteur
3314,trainstation,241,1121,13,394,1369,1769
3315,trainstation,434,172,397,241,1369,1755
3316,trainstation,394,397,15,90,1415,1769
3317,trainstation,1121,241,472,15,1387,1755
3318,trainstation,394,6,1121,223,1420,1755
3319,trainstation,33,408,100,449,1409,1769
3320,trainstation,448,485,408,35,1361,1755
3321,trainstation,472,408,332,485,1376,1755
3322,trainstation,448,485,348,472,1420,1755
3323,trainstation,348,449,6,100,1369,1755
3324,trainstation,434,376,223,100,1361,1769
3325,trainstation,33,332,241,172,1420,1755
3326,trainstation,485,448,172,241,1361,1755
3327,trainstation,172,35,6,461,1404,1755
3328,trainstation,15,35,408,394,1404,1755
3329,trainstation,1121,13,35,241,1387,1755
3330,trainstation,348,485,6,394,1336,1769
3331,trainstation,241,485,348,35,1404,1755
3332,trainstation,6,241,448,461,1361,1769
3333,trainstation,408,348,397,485,1415,1755
3334,trainstation,434,100,348,6,1381,1769
3335,trainstation,408,461,485,33,1376,1755
3336,trainstation,13,35,100,448,1404,1769
3337,trainstation,223,1121,348,394,1415,1769
3338,trainstation,408,35,376,100,1415,1755
3339,trainstation,449,448,100,33,1376,1755
3340,trainstation,332,1121,6,35,1376,1769
3341,trainstation,485,223,35,394,1387,1769
3342,trainstation,100,394,33,397,1381,1755
3343,trainstation,408,449,13,90,1381,1755
3344,trainstation,13,448,376,397,1361,1769
3345,trainstation,15,100,449,348,1387,1755
3346,trainstation,100,485,15,461,1361,1769
3347,trainstation,461,332,1121,90,1409,1755
3348,trainstation,15,434,223,35,1409,1755
3349,trainstation,332,461,472,35,1387,1755
3350,trainstation,376,223,348,397,1415,1769
3351,trainstation,90,485,33,223,1420,1769
3352,trainstation,15,223,449,172,1420,1755
3353,trainstation,448,100,449,172,1420,1755
3354,trainstation,15,376,348,33,1376,1769
3355,trainstation,485,33,449,348,1415,1769
3356,trainstation,472,172,35,434,1420,1769
3357,trainstation,461,223,394,348,1369,1755
3358,trainstation,241,35,6,1121,1409,1769
3359,trainstation,376,434,15,472,1409,1769
3360,trainstation,241,13,172,6,1361,1755
3361,trainstation,348,241,408,461,1415,1769
3362,trainstation,172,13,332,6,1420,1755
3363,trainstation,172,485,15,332,1415,1755
3364,trainstation,472,223,6,408,1336,1769
3365,trainstation,397,90,434,485,1409,1769
3366,trainstation,461,241,33,348,1361,1755
3367,trainstation,13,90,241,397,1376,1769
3368,trainstation,394,449,15,348,1415,1769
3369,trainstation,434,485,448,223,1361,1755
3370,trainstation,394,1121,13,472,1381,1755
3371,trainstation,332,408,472,348,1387,1755
3372,trainstation,397,15,90,434,1409,1769
3373,trainstation,241,1121,449,461,1381,1755
3374,trainstation,394,397,461,172,1404,1769
3375,trainstation,13,376,33,15,1376,1769
3376,trainstation,448,449,332,15,1369,1769
3377,trainstation,33,348,434,332,1361,1769
3378,trainstation,1121,172,397,35,1369,1755
3379,trainstation,472,397,348,172,1336,1769
3380,trainstation,394,223,6,33,1409,1769
3381,trainstation,394,397,1121,241,1369,1755
3382,trainstation,223,332,485,397,1415,1769
3383,trainstation,376,394,90,348,1369,1755
3384,trainstation,461,332,394,397,1387,1769
3385,trainstation,332,90,485,1121,1369,1769
3386,trainstation,449,434,332,90,1409,1769
3387,trainstation,332,348,485,90,1336,1755
3388,trainstation,448,90,6,408,1420,1769
3389,trainstation,6,241,434,461,1376,1755
3390,trainstation,449,90,15,100,1381,1769
3391,trainstation,408,472,394,15,1376,1755
3392,trainstation,6,332,223,90,1387,1755
3393,trainstation,90,449,408,394,1409,1769
3394,trainstation,1121,100,15,241,1387,1755
3395,trainstation,434,397,241,408,1409,1769
3396,trainstation,241,485,332,223,1415,1755
3397,trainstation,15,223,13,397,1387,1755
3398,trainstation,90,408,485,172,1415,1769
3399,trainstation,485,394,13,6,1369,1755
3400,warehouse,90,155,181,269,1408,1765
3401,warehouse,107,269,150,58,1637,1765
3402,warehouse,472,73,181,294,1413,1765
3403,warehouse,107,181,387,58,1388,1765
3404,warehouse,472,155,387,361,1637,1765
3405,warehouse,298,90,122,181,1419,1765
3406,warehouse,181,90,155,269,1407,1765
3407,warehouse,181,269,155,387,1407,1765
3408,warehouse,269,90,150,361,1419,1765
3409,warehouse,181,269,107,58,1388,1765
3410,warehouse,254,155,73,181,1422,1765
3411,warehouse,155,294,58,90,1419,1765
3412,warehouse,294,58,254,122,1407,1765
3413,warehouse,90,150,155,472,1419,1765
3414,warehouse,73,60,254,294,1422,1765
3415,warehouse,150,58,122,90,1422,1765
3416,warehouse,90,58,122,298,1408,1765
3417,warehouse,298,155,181,73,1388,1765
3418,warehouse,298,387,107,254,1637,1765
3419,warehouse,269,90,181,155,1422,1765
3420,warehouse,60,472,254,248,1413,1765
3421,warehouse,294,122,298,60,1420,1765
3422,warehouse,294,248,155,107,1413,1765
3423,warehouse,387,90,58,472,1407,1765
3424,warehouse,90,472,181,269,1419,1765
3425,warehouse,248,155,58,122,1637,1765
3426,warehouse,90,254,298,150,1388,1765
3427,warehouse,90,73,150,254,1413,1765
3428,warehouse,254,361,155,294,1407,1765
3429,warehouse,269,60,58,248,1420,1765
3430,warehouse,387,150,122,361,1413,1765
3431,warehouse,122,58,155,181,1637,1765
3432,warehouse,361,155,60,248,1408,1765
3433,warehouse,298,60,122,58,1420,1765
3434,warehouse,387,254,150,155,1407,1765
3435,warehouse,107,150,122,298,1388,1765
3436,warehouse,181,150,60,248,1422,1765
3437,warehouse,361,90,472,298,1420,1765
3438,warehouse,269,254,248,361,1420,1765
3439,warehouse,294,472,107,90,1419,1765
3440,warehouse,387,181,361,58,1637,1765
3441,warehouse,387,107,294,155,1407,1765
3442,warehouse,150,181,60,122,1388,1765
3443,warehouse,269,90,58,254,1407,1765
3444,warehouse,269,254,472,58,1407,1765
3445,warehouse,387,269,150,60,1422,1765
3446,warehouse,60,73,361,248,1422,1765
3447,warehouse,294,298,248,90,1420,1765
3448,warehouse,269,181,387,155,1419,1765
3449,warehouse,387,90,298,472,1407,1765
3450,warehouse,298,150,60,387,1407,1765
3451,warehouse,269,73,387,107,1637,1765
3452,warehouse,122,107,269,60,1408,1765
3453,warehouse,254,155,58,294,1419,1765
3454,warehouse,472,122,248,298,1413,1765
3455,warehouse,248,387,60,361,1419,1765
3456,warehouse,73,298,58,60,1388,1765
3457,warehouse,387,298,150,155,1408,1765
3458,warehouse,155,122,472,387,1388,1765
3459,warehouse,73,269,472,361,1419,1765
3460,warehouse,472,90,60,269,1419,1765
3461,warehouse,60,361,150,107,1420,1765
3462,warehouse,58,472,73,181,1407,1765
3463,warehouse,155,60,181,387,1413,1765
3464,warehouse,73,269,155,254,1637,1765
3465,warehouse,150,107,298,294,1388,1765
3466,warehouse,60,181,254,107,1420,1765
3467,warehouse,58,472,122,298,1419,1765
3468,warehouse,150,181,387,122,1420,1765
3469,warehouse,361,248,58,472,1637,1765
3470,warehouse,107,60,181,122,1419,1765
3471,warehouse,248,60,269,387,1637,1765
3472,warehouse,254,294,387,155,1420,1765
3473,warehouse,387,472,60,73,1637,1765
3474,warehouse,107,155,361,73,1420,1765
3475,warehouse,150,298,361,90,1422,1765
3476,warehouse,269,122,60,298,1388,1765
3477,warehouse,60,73,150,122,1422,1765
3478,warehouse,90,254,298,60,1388,1765
3479,warehouse,122,60,90,58,1388,1765
3480,warehouse,254,294,58,248,1422,1765
3481,warehouse,150,107,269,155,1408,1765
3482,warehouse,269,294,254,90,1407,1765
3483,warehouse,122,58,298,254,1419,1765
3484,warehouse,361,107,150,58,1422,1765
3485,warehouse,361,150,248,73,1637,1765
3486,warehouse,298,361,254,248,1422,1765
3487,warehouse,107,361,58,181,1422,1765
3488,warehouse,155,298,181,122,1407,1765
3489,warehouse,294,254,361,248,1419,1765
3490,warehouse,361,387,181,107,1388,1765
3491,warehouse,387,107,472,122,1407,1765
3492,warehouse,60,155,248,387,1408,1765
3493,warehouse,122,387,294,248,1413,1765
3494,warehouse,107,60,122,150,1419,1765
3495,warehouse,90,472,122,294,1388,1765
3496,warehouse,90,269,361,122,1407,1765
3497,warehouse,269,122,361,90,1413,1765
3498,warehouse,248,361,60,107,1407,1765
3499,warehouse,254,294,122,248,1407,1765
